text,DRINKS#PRICES,DRINKS#STYLE&OPTIONS,RESTAURANT#PRICES,FOOD#QUALITY,RESTAURANT#GENERAL,SERVICE#GENERAL,DRINKS#QUALITY,AMBIENCE#GENERAL,FOOD#STYLE&OPTIONS,RESTAURANT#MISCELLANEOUS,FOOD#PRICES,LOCATION#GENERAL,number_of_text
các bạn có thể ở đây thưởng thức các thể loại nhạc acostics rất hay hoặc các bản nhạc xưa du dương .,0,0,0,0,0,0,0,0,0,3,0,0,22
"bò mềm , thơm , chả , thịt xông khói , pate , trứng , phô mai ăn kèm với salad trộn thì thiệt là ngon .",0,0,0,3,0,0,0,0,2,0,0,0,20
mực chiên giòn kiểu gì mà ỉu xìu xìu miếng mực bở bục .,0,0,0,1,0,0,0,0,0,0,0,0,13
"rộng , bên ngoài sảnh đơn giản , có khu vực trang trí lá đỏ để chụp hình , phòng tiệc trang trí đẹp từ bàn ăn rất cầu kì , mỗi cái sân khấu background hơi xấu tùy theme vậy .",0,0,0,0,0,0,0,3,0,0,0,0,37
"quán nằm ngay con đường nhiều quán cà phê nhất luôn , ăn xong kiếm quán nào chất chất mà ngồi khuôn mặt với những giọt nước mắt của niềm vui .",0,0,0,0,0,0,0,0,0,0,0,3,21
"red velvet 100 k , miếng bánh to , bột đặc , kem ngon , vừa vặn , không quá ngọt .",0,0,0,3,0,0,0,0,3,0,2,0,17
"không gian sạch sẽ , mát mẻ .",0,0,0,0,0,0,0,3,0,0,0,0,5
"ngoài ra các món khác ăn ổn , nhưng theo mình thì không có gì quá đặc biệt so với các quán khác .",0,0,0,2,0,0,0,0,0,0,0,0,22
sốt cũng nhiều nữa mặt lé với lưỡi mặt lé với lưỡi .,0,0,0,0,0,0,0,0,3,0,0,0,5
"quán nhân viên phục vụ tốt , ra ngoài rít 1 điếu thuốc thì món lên .",0,0,0,0,0,3,0,0,0,0,0,0,15
"về đồ ăn chả cá khá mềm , đun lâu không có cảm giác bị khô nhiều , mắm tôm vừa miệng , lòng rất là ngon , 1set 3ng ăn là hợp lý .",0,0,0,3,0,0,0,0,2,0,0,0,29
khoai môn tươi uống khá ngậy nên bạn nào thích đồ ngậy chắc hợp .,0,0,0,0,0,0,3,0,0,0,0,0,14
"lần 2 thì sợ k có cf trứng cốt dừa nên rút knghiem order món khác 4 ly thì 2 ly là ts taiwan nhưng r cũng đc báo là hết món đó , hết tchau den mini .",0,1,0,0,0,0,0,0,0,0,0,0,37
"pizza ở đây thì nổi tiếng rồi , pizza to và ngon , mình hay gọi pizza hawaii và mỳ ý bò băm , tuy truyền thống ăn mãi không chán .",0,0,0,3,0,0,0,0,3,0,0,0,28
cờ tam giác giá cả hợp lý .,0,0,3,0,0,0,0,0,0,0,0,0,4
"1 phần cơm có khoảng 3 miếng mực , 3 tôm .",0,0,0,0,0,0,0,0,2,0,0,0,10
quán phục vụ nhanh nhẹn .,0,0,0,0,0,3,0,0,0,0,0,0,5
mình sẽ ủng hộ quán dài dài .,0,0,0,0,3,0,0,0,0,0,0,0,7
mình có oder 1 bát bún bò nhỏ và 1 chè sương sa hạt lựu .,0,0,0,0,0,0,0,0,2,0,0,0,15
lúc mình đến thì quán đã khá đông nhueng nhân viên vẫn cực nhanh nhẹn và lễ phép .,0,0,0,0,2,3,0,0,0,0,0,0,18
mình gọi thêm gỏi xoài thì có vị mặn và chua nên hơi ngang và khó ăn với mình .,0,0,0,1,0,0,0,0,0,0,0,0,19
"thực ra nếu đi theo nhóm , share tiền thì mình giá của topping beef vẫn khá mềm , hợp lý so với các quán ăn âu khác trong khi chất lượng , không gian , phục vụ lại ổn phết .",0,0,0,0,3,3,0,3,0,0,3,0,37
topping khá nhiều ly lớn uống hết trà sữa thì mình cũng no luôn đến bước này thì ăn trân châu cũng khá ngán .,0,3,0,0,0,0,0,0,0,0,0,0,25
về milkfoam dạng kem mặn của gong cha thì mình nghĩ nhiều người thích vị này .,0,0,0,0,0,0,3,0,0,0,0,0,16
mình thích nhất ngao ở đây .,0,0,0,3,0,0,0,0,0,0,0,0,6
sau cả bữa ăn chia ra mỗi người chỉ tầm 120k .,0,0,2,0,0,0,0,0,0,0,0,0,11
quán có nhiều món bánh toast ngon .,0,0,0,3,0,0,0,0,3,0,0,0,7
combo thì có 2 phần cơm 2 ly nước coca hay pepsi gì đó .,0,2,0,0,0,0,0,0,2,0,0,0,15
bác chan bún siêu khó tính ai mà đợi bún lâu mà vào xin lấy trước ấy là nghe chửi ngay nên các bạn cứ phải xếp hàng nhé .,0,0,0,0,0,1,0,0,0,0,0,0,28
"top blade 150gr cho nó kinh tế , chưa lãnh lương phải dè xẻn lại .",0,0,0,0,0,0,0,0,2,0,0,0,14
được tự chọn chữ viết trên bánh nữa hihiii đáng yêu thật sự đưa tay lên miệng .,0,0,0,0,0,0,0,0,0,3,0,0,14
làn nào đi buổi trưa tầm 12 13 h cũng hài lòng vô cùng từ cách phục vụ chu đáo lên món nhanh lẹ của các anh trai phục vụ .,0,0,0,0,0,3,0,0,0,0,0,0,29
"hôm ý đi 3 đứa gọi 4 suất là no rồi , có cả cơm nữa nhé .",0,0,0,0,0,0,0,0,2,0,0,0,16
ngoài ra trà sữa hồng kong cũng rất ok luôn .,0,0,0,0,0,0,3,0,0,0,0,0,10
đường đến đây khá khó tìm vì cái đường nguyễn khoái này dài mà cực khó đi luôn .,0,0,0,0,0,0,0,0,0,0,0,1,18
"vị trí ngay cạnh king roti , rất dễ tìm vì ngay đầu phố .",0,0,0,0,0,0,0,0,0,0,0,3,12
đi 6 người hết 900 mấy khuôn mặt với những giọt nước mắt của niềm vui khuôn mặt với những giọt nước mắt của niềm vui .,0,0,2,0,0,0,0,0,0,0,0,0,7
nằm ở vị trí đường hàm nghi ngay trung tâm q1 nên không khó tìm lắm .,0,0,0,0,0,0,0,0,0,0,0,3,16
bánh bột lọc tôm thịt 22k phần ăn cũng tạm .,0,0,0,2,0,0,0,0,0,0,2,0,10
"view rất đẹp , có thể hợp với các bạn thích chụp hình .",0,0,0,0,0,0,0,3,0,0,0,0,12
"nếu ăn riêng thì mì hơi mặn , trứng hơi nhạt .",0,0,0,1,0,0,0,0,2,0,0,0,10
"thịt nướng được ướp vừa miệng , có thể ăn kèm với bánh mì sandwich , có pate nữa đối mặt với thức ăn ngon .",0,0,0,3,0,0,0,0,3,0,0,0,18
vừa vào quán là thấy bầu không khí cực kì khó chịu mặt phụng phịu mặt phụng phịu mặt phụng phịu .,0,0,0,0,0,0,0,1,0,0,0,0,13
"ở tầng dưới lẩu bán không chênh lệch giá so với trên lầu , khoảng 120k có mua thêm mì udon .",0,0,0,0,0,0,0,0,0,0,2,0,20
nhưng nước súp mặn quá huhu mình ăn mặn lắm luôn nhưng còn cảm thấy mặn .,0,0,0,1,0,0,0,0,0,0,0,0,16
mình thấy chất lượng trà ở mochio tea khá là tốt .,0,0,0,0,0,0,3,0,0,0,0,0,11
lúc về thì có người chạy xe lại dùm luôn .,0,0,0,0,0,3,0,0,0,0,0,0,10
tới thì quản lý và nhân viên cũng rất niềm nở giới thiệu menu và cũng có bạn phục vụ nam đeo kính phục vụ rất chuyên nghiệp .,0,0,0,0,0,3,0,0,0,0,0,0,28
mình chỉ muốn nói là chất lượng với ngon lắm .,0,0,0,0,3,0,0,0,0,0,0,0,10
món mình hay uống là oolong gong cha vì nó rất là ngon luôn đó .,0,0,0,0,0,0,3,0,0,0,0,0,15
"mình gọi 2 set gà rán , 1 set 79k bao gồm 2 miếng gà , 1 khoai tây chiên và 1 nước .",0,0,0,0,0,0,0,0,2,0,2,0,21
quán cũng có bán sữa dê nữa .,0,0,0,0,2,0,0,0,0,0,0,0,7
có 12k thui nha .,0,0,2,0,0,0,0,0,0,0,0,0,4
"vẫn là thức uống quen thuộc , trà xanh , trà xanh ở starbucks là chất lượng khỏi bàn rồi , uống 1 ly là no luôn nè , ngon lắm .",0,3,0,0,0,0,3,0,0,0,0,0,27
"món ăn mình gọi 1 chuck flap 200gr , 1 rib eye 300gr , 1 top blade 150gr .",0,0,0,0,0,0,0,0,2,0,0,0,15
ai biết là quán này nằm gần tòa nha robot tower cơ chứ .,0,0,0,0,0,0,0,0,0,0,0,2,13
lẩu ngon và hợp túi tèng .,0,0,0,3,0,0,0,0,0,0,3,0,6
"về đồ ăn uống chúng tớ gọi 1 ấm trà thảo mộc gồm khá nhiều thứ cam , quế , đinh hương .",0,3,0,0,0,0,0,0,0,0,0,0,19
đi tầm 8 9 h cũng tối nên vắng khách khỏi mắc công gọi điện book bàn .,0,0,0,0,2,0,0,0,0,0,0,0,16
"theo mình đoán thì khăn ướt có tính tiền , mà quán lại k có khăn giấy vậy khác nào bắt khách pải xài và trả tiền khăn ướt .",0,0,0,0,0,0,0,0,0,1,0,0,28
"còn về nhân viên nước , thái độ như kiểu tôi mệt lắm rồi , order nhanh lên cho tôi nhờ .",0,0,0,0,0,1,0,0,0,0,0,0,21
khoai lang được cho vào túi giấy hoặc hộp xốp .,0,0,0,0,0,0,0,0,0,2,0,0,10
"riêng bánh bột lộc là thích nhất , dẻo dẻo mà tôm bên trong cũng to .",0,0,0,3,0,0,0,0,3,0,0,0,15
mình phải nói thực sự là uống cực kì mặn luôn á mà ko thấy vị béo ngậy đâu cả .,0,0,0,0,0,0,1,0,0,0,0,0,20
hoa hương vị trà sữa và trân châu đều ngon nhưng hơi ngọt so với khẩu vị mình .,0,2,0,0,0,0,3,0,0,0,0,0,17
uống thấy ngon mà k bị ngọt quá .,0,0,0,0,0,0,3,0,0,0,0,0,10
"giá cả phải chăng , phục vụ nhanh , nhưng món bạch tuộc đem ra lại hơi nguội mặt rất buồn .",0,0,3,2,0,3,0,0,0,0,0,0,17
"quán lại trang trí đẹp nữa , nói chung là không có gì phải chê hết .",0,0,0,0,0,0,0,3,0,0,0,0,15
"nhân viên dễ thương , không có gì để nói .",0,0,0,0,0,3,0,0,0,0,0,0,10
"mình order trà sữa lài và trà hoa hồng matchiato , lên ngồi đợi tầm 10p là có nước .",0,2,0,0,0,2,0,0,0,0,0,0,18
"nước uống thì bình thường thôi không có gì đặc biệt , các loại nước ép mình thấy hơi thiếu tương xứng với giá tiền vì mùi vị không thơm ngon mấy .",0,0,0,0,0,0,1,0,0,0,0,0,31
quản lý cung cấp wifi rất dễ chịu và tôn trọng ko gian riêng của khách hàng .,0,0,0,0,0,3,0,0,0,0,0,0,17
"giá cho phần beef wellington đó khá cao , gần 600k 1 phần , mình thấy thực sự không xứng .",0,0,0,0,0,0,0,0,0,0,1,0,18
"nước uống ok , đa dạng và nhân viên khá là nhiệt tình .",0,3,0,0,0,3,3,0,0,0,0,0,12
"giá cả khá mềm , dao động từ 30k , 50 k cốc tùy loại .",3,0,0,0,0,0,0,0,0,0,0,0,14
hàng lẩu phát nằm ngay phố trung tâm mà giá cả rất là phải chăng mặt cười không vui .,0,0,3,0,0,0,0,0,0,0,0,2,16
"trước giờ ít uống phúc long mà h phải thay đổi quan điểm , order ly trà vải , vị trà hơi chát miệng và thơm , có vị ngọt thanh của vải , một ly 4 trải vải cũng ok .",0,3,0,0,0,0,3,0,0,0,0,0,37
thực sự chất lượng thức ăn không như mình trông đợi .,0,0,0,1,0,0,0,0,0,0,0,0,11
"nhìn cái bánh chẳng khác nào loại pizza làm sẵn bán trong siu thị , cả topping cũng không được ngon , nói chung là không thấy ổn chỗ nào cả í ạ",0,0,0,1,0,0,0,0,1,0,0,0,32
"quán này thì nổi tiếng trước giờ rồi , hôm nay quay lại thì thấy chất lượng vẫn tốt như xưa .",0,0,0,0,3,0,0,0,0,0,0,0,20
"menu đồ ăn thì đắt , được cái ăn sáng bún ốc ăn khá ngon , chỉ bún và ốc k độn loạn xạ bò giò đậu .",0,0,0,3,0,0,0,0,2,0,1,0,25
"mình gọi top blade 300g well done ăn kèm sốt tiêu đen , bánh mì nướng bơ tỏi và một phần mỳ ý sốt cà chua , hải sản .",0,0,0,0,0,0,0,0,2,0,0,0,27
đồ ăn cũng tạm nhưng giá khá chát .,0,0,0,2,0,0,0,0,0,0,1,0,8
"quán rộng rãi , đẹp phù hợp vs gia đình .",0,0,0,0,0,0,0,3,0,0,0,0,9
không bao giờ quay lại 1 lần nào nữa .,0,0,0,0,1,0,0,0,0,0,0,0,9
giá thì mình nghĩ là không quá đắt .,0,0,2,0,0,0,0,0,0,0,0,0,8
quán cháo ếch này khá ngon .,0,0,0,0,3,0,0,0,0,0,0,0,6
"địa điểm quán to đùng nằm ngay ngã tư kim mã , núi trúc .",0,0,0,0,0,3,0,0,0,0,0,2,12
ở đây như ko có buffet tối nên đi cuối tuần vẫn khá vắng .,0,0,0,0,1,0,0,0,1,0,0,0,14
mochio tea hoàng cầu .,0,0,0,0,2,0,0,0,0,0,0,0,4
"bù lại thì view vẫn đủ rộng , giữ xe không đủ chỗ thì được bảo vệ chỉ qua bãi trong hẻm và giữ free .",0,0,0,0,0,0,0,3,0,3,0,0,24
mặt cười hiện tại nhà hàng món huế có chương trình compo ăn bún bò kèm 7up với giá 59 ngàn mình thấy thích nhất chương trình này nha .,0,0,0,0,0,0,0,0,0,3,0,0,29
"tầng trên cùng là sân thượng ngồi thoáng mát , cũng như là vị trí để hút thuốc .",0,0,0,0,0,0,0,3,0,0,0,0,17
giờ chất lượng hok bằng trước nữa và giá vé cũng tăng rùi .,0,0,1,0,1,0,0,0,0,0,0,0,13
"khẩu vị ăn bánh canh nam phổ thấy cũng tạm sợi bánh canh lạ , chè bánh lọt đậu đỏ cũng tạm .",0,0,0,2,0,0,0,0,2,0,0,0,21
"dấu hôn không gian quán rộng rãi , ngồi ăn thoải mái .",0,0,0,0,0,0,0,3,0,0,0,0,9
"mực chiên vị rất tệ , bột và mực đều có cảm giác là dùng nguyên liệu cũ .",0,0,0,1,0,0,0,0,0,0,0,0,17
"quán nằm ngay trên tầng 2 của pepper lunch , có bảo vệ trông xe ở dưới , thân thiện , lịch sự .",0,0,0,0,0,3,0,0,0,0,0,2,20
đánh giá lẩu cua đồng mùi vị thích có người thích người không vì trong lẩu có mẻ sẽ có người ko thích mùi .,0,0,0,2,0,0,0,0,0,0,0,0,23
còn lại thì mình thấy rất ổn .,0,0,0,0,3,0,0,0,0,0,0,0,7
phần ánh sáng sân khấu che hết cả mặt ảnh cô dâu .,0,0,0,0,0,0,0,0,0,1,0,0,12
"nước uống thì ổn , nhất là smoothie của mình , có điều bánh toast nướng không nóng giòn và béo như hồi mình ăn bên hai bà trưng .",0,0,0,2,0,0,3,0,0,0,0,0,27
ngoài ra thú vị nhất là phần thịt vừa mềm và vừa đậm hương vị .,0,0,0,3,0,0,0,0,0,0,0,0,16
"bàn ghế trong quán bố trí hơi không đẹp , tuy nhiên như vậy chắc mới có thể tiếp nhiều đợt khách .",0,0,0,0,0,0,0,1,0,0,0,0,21
quán có 2 cơ sở nên gần chỗ nào thì mua chỗ đó thôi .,0,0,0,0,2,0,0,0,0,0,0,0,14
"menu gồm có gỏi bò , chả giò , soup gà , tôm càng sốt thái , gà hấp cải thìa , bê hầm đậu , lẩu hải sản kim chi .",0,0,0,0,0,0,0,0,2,0,0,0,25
"matcha thơm thơm , béo béo , matcha ngon chứ greentea thì hông nhe mặt cười không vui .",0,2,0,0,0,0,3,0,0,0,0,0,13
"thức uống phục vụ cũng rất ok , chỉ 10k 1 ly nc ngọt .",3,0,0,0,0,0,3,0,0,0,0,0,13
cả 2 món đều được làm từ trà đậu biếc nên có màu tím rất bắt mắt .,0,3,0,0,0,0,0,0,0,0,0,0,17
đang có tặng áo thun khi bạn đặt bàn qua tablenow hoặc qua chính web của cơ sở đó nhé .,0,0,0,0,0,0,0,0,0,3,0,0,20
chắc chắn lần sau sẽ ghé lại .,0,0,0,0,3,0,0,0,0,0,0,0,7
12k cho 1 cái bánh giò 2 trứng cút với 10k cho bánh da lợn hình trái tim bé bé xinh xinh .,0,0,0,0,0,0,0,0,3,0,2,0,22
"quán rất to nằm ngay ngoài mặt đường , dễ tìm và chỗ để xe thoải mái .",0,0,0,0,0,0,0,3,0,3,0,3,16
"bánh ăn ngon , vỏ mỏng , nhân kem trong bánh rất là nhiều , ăn 1 cái là ngán rồi , ăn lạnh là ngon nhất do mình để hơi lâu ở ngoài nên ăn k ngon lắm .",0,0,0,3,0,0,0,0,3,0,0,0,35
"nhân viên thân thiện nhiệt tình , không gian quán chung siêu thị nên khá ồn .",0,0,0,0,0,3,0,1,0,0,0,0,15
"nhân viên hời hợt , kém chuyên nghiệp .",0,0,0,0,0,1,0,0,0,0,0,0,7
"ts plan ngon , vẫn đậm đợi tan đá thì ngon hơn .",0,0,0,0,0,0,3,0,0,0,0,0,11
các món rẻ và được nêm ngon .,0,0,0,3,0,0,0,0,0,0,3,0,7
trân châu đen hơi cứng giống như nấu chưa chín .,0,0,0,0,0,0,1,0,0,0,0,0,10
"quán nằm ở mặt đường nguyễn khánh toàn , bên phía từ công viên nghĩa đô đi sang .",0,0,0,0,0,0,0,0,0,0,0,3,17
"đồ ăn cũng bình thường nhưng bực nhất là lúc mình đi lấy nước uống cái nhân viên dọn chỗ của mình cho người khác ngồi luôn chứ , trong khi trên bàn của mình còn một dĩa đồ ăn đầy mới lấy còn để đó mà coi như không có người vậy .",0,0,0,2,0,1,0,0,0,0,0,0,52
"lúc quán nào mới về việt nam mình khá thích trà sữa của quán này , nhưng càng ngày chất lượng càng xuống .",0,0,0,0,1,0,0,0,0,0,0,0,22
delivery khá tốt 40 có hàng r mặc dù tn la 1h45 mới giao anh giao hàng dễ thương .,0,0,0,0,0,3,0,0,0,0,0,0,20
được nhất cái cho 2 bị rau và cà chua ăn kèm khá nhiều .,0,0,0,0,0,0,0,0,3,0,0,0,14
nhân viên ở đây dạo h có a nhân viên lịch su lm mặt cười không vui .,0,0,0,0,0,3,0,0,0,0,0,0,14
"nhân viên phục vụ lịch sự lắm , order và tư vấn khá nhiệt tình .",0,0,0,0,0,3,0,0,0,0,0,0,14
"thạch cafe ăn đã lắm , bên trog có dừa nhai sần sật .",0,0,0,0,0,0,3,0,0,0,0,0,12
"chỗ lựa đồ cũng bị hạn chế , nếu không muốn tìm thì ới luôn bên ngoài mua món gì bạn thu ngân lấy cho là nhanh nhất .",0,0,0,0,0,0,0,0,1,0,0,0,27
không gian trên lầu hơi tối .,0,0,0,0,0,0,0,1,0,0,0,0,6
"ở quán còn có beef wellington rất ok luôn , ngon hơn nhiều quán khác .",0,0,0,3,0,0,0,0,0,0,0,0,14
"menu rất đa dạng , thịt bò ngon chế biến vừa tới .",0,0,0,3,0,0,0,0,3,0,0,0,11
với những ưu điểm trên thì giá cả của quán khá hợp lý .,0,0,3,0,0,0,0,0,0,0,0,0,13
mình vẫn thích màu nền menu cũ màu xanh đậm hơn .,0,0,0,0,0,0,0,0,0,2,0,0,11
giá cả chỉ 19k thì cũng dc .,0,0,3,0,0,0,0,0,0,0,0,0,7
"nhân viên ở đây dễ thương , phục vụ nhanh nhẹn .",0,0,0,0,0,3,0,0,0,0,0,0,10
nhìn chung có nhiều lựa chọn khác hịn hơn nếu muốn đi cafe các kiểu .,0,0,0,0,2,0,0,0,0,0,0,0,15
"trà đào đc tặng kèm thì uống k rõ vị trà , nhạt nhẽo quá .",0,0,0,0,0,0,1,0,0,0,0,0,15
"giá cả so với chất lượng thì mình thấy ổn á , nhân viên dễ thương .",0,0,2,0,0,3,0,0,0,0,0,0,15
"view nhìn qua cửa kính xinh nhưng phía sau là kính , ghế cao ko thoải mái lắm và cứ sợ té thôi .",0,0,0,0,0,0,0,3,0,1,0,0,22
chị chủ lại là người chơi hoa hồng nữa nên ở đây có nhiều loại hoa đẹp độc lạ .,0,0,0,0,0,0,0,0,0,3,0,0,19
giá cả hạt dẻ so với chất lượng nhà hàng .,0,0,3,0,0,0,0,0,0,0,0,0,10
"thích nhất toilet , toilet đẹp cơ mà nó nằm ngoài ban công nên có hơi e dè khi sử dụng mặt cười không vui .",0,0,0,0,0,0,0,0,0,3,0,0,21
"mấy anh nhân viên giữ xe rất nhiệt tình , cảm ơn .",0,0,0,0,0,3,0,0,0,0,0,0,11
vì cùng giá nhưng luợng thức ăn ít hơn .,0,0,0,0,0,0,0,0,1,0,0,0,9
quán khá đông nhưng hơi chật thành thử cũng hơi lạnh .,0,0,0,0,2,0,0,1,0,0,0,0,11
"hnay mình gặp tình trạng nv nè , mình order có 2 ly mà lâu thiệt lâu mới có , cuối cùng phát hiện , ng quen của nhân viên gongcha đứng ngay cửa sổ kêu vô làm cho 4,5 ly gì đó , làm cho ng đó , bỏ qua phần mình .",0,0,0,0,0,1,0,0,0,0,0,0,48
"mình thấy vị cũng bình thường , 1 tô cũng nhiều giá như vậy là hợp lý rồi .",0,0,0,2,0,0,0,0,3,0,3,0,17
"mình hẹn bạn ở đây , gọi trà sữa olong như thường lệ , bạn gọi hazenut creamy và phúc long tea latte .",0,2,0,0,0,0,0,0,0,0,0,0,21
"quán chỉ có cari dê , bánh mì , cơm nị , và 1 loại bánh gì nữa quên mất tên rùi mà ăn cùng cari dê ngon lắm .",0,0,0,3,0,0,0,0,2,0,0,0,26
"là nhà hàng có vị trí đặc biệt nhất trong thành phố lạng sơn , giữa đảo hồ phai loạn , nên có view khá đẹp , đặc biệt có cả trò đạp vịt .",0,0,0,0,0,0,0,0,0,3,0,3,31
không gian hơi chật nhưng hủ tiếu ăn ngon .,0,0,0,3,0,0,0,1,0,0,0,0,9
thấy chất lượng không bằng hồi trước nữa .,0,0,0,0,1,0,0,0,0,0,0,0,8
"lần nào mình cũng uống món quen thuộc là jasmine , vị dịu nhẹ dễ uống ngọt vừa phải , bản thân uống sữa nhiều quá là say liền mặt cười không vui thích bạn nhân viên chụp hình có tâm lắm luôn ahihi .",0,0,0,0,0,3,3,0,0,0,0,0,39
"vì quán có tông chủ đạo màu đen từ bàn ghế đến nền nhà , đèn hơi mờ ảo làm cho ko gian nặng nề , u ám kiểu gì đó chứ ko hiện đại , sang choảnh hoặc ấm áp , cho cảm giác chào đón như một số quán kiểu âu khác .",0,0,0,0,0,0,0,2,0,0,0,0,50
ở đây tuy chất lượng không quá nổi bật nhưng mà hay có sale nên học sinh là đối tượng phù hợp ok màu da tay sáng .,0,0,0,2,0,0,0,0,0,3,0,0,22
"thức uống ngon , rẻ , kiểu take away nhưng vẫn có thể ở lại uống được nhé .",3,0,0,0,0,0,3,0,0,0,0,0,16
"cứ nghĩ là sẽ thấy vị chocolate mà uống thì thơm mùi chuối lắm luôn , lại có vị ngọt của trái cây rất vừa miệng và dễ uống .",0,2,0,0,0,0,3,0,0,0,0,0,28
lần nào order gong cha về uống cũng thích món trà bí đao hết .,0,0,0,0,0,0,3,0,0,0,0,0,14
cơ mà chả hiểu sao vẫn thấy ăn ơ đây ngon hơn ấy haha đối mặt với thức ăn ngon .,0,0,0,0,3,0,0,0,0,0,0,0,15
topping beef rất biết cách tiết kiệm không gian cho quán .,0,0,0,0,0,0,0,3,0,0,0,0,11
1 con gà quay cháy đen thui cũg có thể chặt và dọn ra cho khách trong khi mang tiếng nhà hàng .,0,0,0,1,0,0,0,0,0,0,0,0,22
"lúc trước mình thích gong cha lắm luôn , giờ thất vọng .",0,0,0,0,1,0,0,0,0,0,0,0,11
thái độ quá mất lịch sự .,0,0,0,0,0,1,0,0,0,0,0,0,6
"đoạn mặt tiền luôn nên rất dễ tìm , không gian quán rộng rãi có hai tầng mà tầng trên thì rộng hơn với ngồi thoải mái hơn dĩa và dao với đĩa đá bào .",0,0,0,0,0,0,0,3,0,0,0,3,28
"nhân viên nhanh nhẹn , đông đảo .",0,0,0,0,0,3,0,0,0,0,0,0,7
"sốt bbq làm mình ấn tượng nhất ngon , mặn ngọt , chua chua , dễ ăn .",0,0,0,3,0,0,0,0,0,0,0,0,14
"không gian không gian thì mình mới đi bên đồng khởi à , mà thiệt là bên đây còn đẹp hơn đó .",0,0,0,0,0,0,0,3,0,0,0,0,20
nói chung là cũng k có ấn tượng gì nhiều .,0,0,0,0,2,0,0,0,0,0,0,0,10
sẽ quay lại ăn nhiều lần sau nữa nè mặt cười với đôi mắt trái tim .,0,0,0,0,3,0,0,0,0,0,0,0,9
giá khá cao 120k 10 phần trăm service bọn mình thanh toán hết 132k nhưng so với vị trí decor các thứ thì mình thấy cũng không là quá đắt .,0,0,2,0,0,0,0,0,0,1,0,0,30
valentine nhà hàng chỉ phục vụ phần ăn combo thôi mình gọi 1 phần must try t pone gì ak làm chín vừa kèm rau salad và khoai tây chiên kèm 2 sốt tiêu và bbq .,0,0,0,0,0,0,0,0,2,0,0,0,35
"nhìn chung từ giá car chất lượng đến phục vụ đều phù hợp với các gđình , chứ giá vs hsinh sv thì cx k quá rẻ .",0,0,3,0,0,3,0,0,0,0,0,0,26
"trang trí quán đẹp ở tầng trệt sáng sủa , náo nhiệt tầng 4 nhà hàg thỳ tối hơn , ấm cúng .",0,0,0,0,0,0,0,3,0,0,0,0,20
phải nói là miếng thịt nó bao ngon luôn á .,0,0,0,3,0,0,0,0,0,0,0,0,10
không có cái cảm giác dai dai mềm mềm .,0,0,0,0,0,0,1,0,0,0,0,0,9
nhân viên quán thân thiện dễ thương .,0,0,0,0,0,3,0,0,0,0,0,0,7
"không gian quán ok lắm , trang trí rất đẹp luôn , kiểu cổ cổ tường gạch nền xi măng , sống ảo thì vi diệu luôn .",0,0,0,0,0,0,0,3,0,0,0,0,24
"vì mới mở nên nhìn rất sạch sẽ , có thể nói là đẹp nhất trong mấy quán ở hn .",0,0,0,0,3,0,0,0,0,0,0,0,19
"giá hợp lý , 8ng hết hơn 1 tr 5 .",0,0,3,0,0,0,0,0,0,0,0,0,9
do trung còi có bàn ghế và không gian rộng hơn nên mình ghé vào quán này .,0,0,0,0,0,0,0,3,0,3,0,0,17
"chỗ để xe hơi bé nhưng nhân viên vẫn rất thân thiện , nhiệt tình như ngày đầu .",0,0,0,0,0,3,0,0,0,1,0,0,17
"chất lượng vẫn như cũ , ngon rẻ đủ hài lòng mặt cười toe toét .",0,0,3,0,3,0,0,0,0,0,0,0,11
hoa anh đào giá cả khá ổn so với chất lượng và view của quán .,0,0,2,0,0,0,0,0,0,0,0,0,12
"bún nay nghe mui nc dùng cá quá k thich lm , nc chấm cũng k ngon bằng nhưng chung quy lại vẫn ngon .",0,0,0,3,0,0,0,0,2,0,0,0,24
"mình gọi matcha shiratama , houjicha shiratama .",0,2,0,0,0,0,0,0,0,0,0,0,6
các món thịt thì hình như ít hơn kichi kichi 1 tý nhưng mình an cũng ít nên không sao .,0,0,0,0,0,0,0,0,2,0,0,0,20
"ko gian quán thì nhỏ mà ko bật máy lạnh phía trong bật mỗi quạt nóng ơi là nóng , chỉ bật đc 1 máy ngay chỗ order nước .",0,0,0,0,0,0,0,1,0,0,0,0,29
"quán không gian khá rộng , 2 lầu theo hướng cổ điển , mình thấy giống cũ kĩ hơn 3 vì cái chén đựng bingsu của mình bị mẻ 2 miếng .",0,0,0,0,0,0,0,3,0,1,0,0,28
"trà đào , trà olong đều ngon .",0,0,0,0,0,0,3,0,0,0,0,0,6
không gian vì ở trung tâm thương mại nên pl khiêm luôn sảnh phía trước và vườn cây bên cạnh nên vị trí ngồi rất đa dạng .,0,0,0,0,0,0,0,3,0,0,0,0,26
mà tổng thể thì bánh ăn ngon .,0,0,0,3,0,0,0,0,0,0,0,0,7
"sốt không ngấm thịt , sốt riêng thì bình thường , không đặc biệt .",0,0,0,2,0,0,0,0,2,0,0,0,12
quán này rất oke luôn nha . nhìn sang trọng toàn là đồ gỗ .,0,0,0,0,3,0,0,3,0,0,0,0,13
"còn cappuchino hơi lạt lạt khó chịu lắm , không hợp khẩu vị mình rồi .",0,0,0,0,0,0,1,0,0,0,0,0,14
